t x y
3.134000 0.025106 3.981405
3.135000 0.025093 3.979823
3.136000 0.025081 3.978241
3.137000 0.025069 3.976659
3.138000 0.025056 3.975079
3.139000 0.025044 3.973499
3.140000 0.025032 3.971919
3.141000 0.025020 3.970340
3.142000 0.025007 3.968762
3.143000 0.024995 3.967185
3.144000 0.024983 3.965608
3.145000 0.024971 3.964031
3.146000 0.024959 3.962456
3.147000 0.024947 3.960881
3.148000 0.024935 3.959306
3.149000 0.024923 3.957732
3.150000 0.024910 3.956159
3.151000 0.024898 3.954586
3.152000 0.024886 3.953014
3.153000 0.024874 3.951443
3.154000 0.024863 3.949872
3.155000 0.024851 3.948302
3.156000 0.024839 3.946733
3.157000 0.024827 3.945164
3.158000 0.024815 3.943595
3.159000 0.024803 3.942028
3.160000 0.024791 3.940461
3.161000 0.024779 3.938894
3.162000 0.024768 3.937329
3.163000 0.024756 3.935763
3.164000 0.024744 3.934199
3.165000 0.024732 3.932635
3.166000 0.024721 3.931072
3.167000 0.024709 3.929509
3.168000 0.024697 3.927947
3.169000 0.024686 3.926385
3.170000 0.024674 3.924824
3.171000 0.024663 3.923264
3.172000 0.024651 3.921705
3.173000 0.024639 3.920146
3.174000 0.024628 3.918587
3.175000 0.024616 3.917029
3.176000 0.024605 3.915472
3.177000 0.024593 3.913916
3.178000 0.024582 3.912360
3.179000 0.024571 3.910804
3.180000 0.024559 3.909250
3.181000 0.024548 3.907696
3.182000 0.024536 3.906142
3.183000 0.024525 3.904589
3.184000 0.024514 3.903037
3.185000 0.024502 3.901485
3.186000 0.024491 3.899934
3.187000 0.024480 3.898384
3.188000 0.024469 3.896834
3.189000 0.024457 3.895285
3.190000 0.024446 3.893736
3.191000 0.024435 3.892188
3.192000 0.024424 3.890641
3.193000 0.024413 3.889094
3.194000 0.024402 3.887548
3.195000 0.024390 3.886002
3.196000 0.024379 3.884458
3.197000 0.024368 3.882913
3.198000 0.024357 3.881370
3.199000 0.024346 3.879826
3.200000 0.024335 3.878284
3.201000 0.024324 3.876742
3.202000 0.024313 3.875201
3.203000 0.024302 3.873660
3.204000 0.024291 3.872120
3.205000 0.024281 3.870581
3.206000 0.024270 3.869042
3.207000 0.024259 3.867504
3.208000 0.024248 3.865966
3.209000 0.024237 3.864429
3.210000 0.024226 3.862893
3.211000 0.024216 3.861357
3.212000 0.024205 3.859822
3.213000 0.024194 3.858287
3.214000 0.024183 3.856753
3.215000 0.024173 3.855220
3.216000 0.024162 3.853687
3.217000 0.024151 3.852155
3.218000 0.024141 3.850623
3.219000 0.024130 3.849092
3.220000 0.024119 3.847562
3.221000 0.024109 3.846032
3.222000 0.024098 3.844503
3.223000 0.024088 3.842974
3.224000 0.024077 3.841446
3.225000 0.024067 3.839919
3.226000 0.024056 3.838392
3.227000 0.024046 3.836866
3.228000 0.024035 3.835341
3.229000 0.024025 3.833816
3.230000 0.024014 3.832292
3.231000 0.024004 3.830768
3.232000 0.023994 3.829245
3.233000 0.023983 3.827722
3.234000 0.023973 3.826200
3.235000 0.023963 3.824679
3.236000 0.023952 3.823158
3.237000 0.023942 3.821638
3.238000 0.023932 3.820119
3.239000 0.023921 3.818600
3.240000 0.023911 3.817081
3.241000 0.023901 3.815564
3.242000 0.023891 3.814047
3.243000 0.023881 3.812530
3.244000 0.023871 3.811014
3.245000 0.023860 3.809499
3.246000 0.023850 3.807984
3.247000 0.023840 3.806470
3.248000 0.023830 3.804957
3.249000 0.023820 3.803444
3.250000 0.023810 3.801931
3.251000 0.023800 3.800420
3.252000 0.023790 3.798909
3.253000 0.023780 3.797398
3.254000 0.023770 3.795888
3.255000 0.023760 3.794379
3.256000 0.023750 3.792870
3.257000 0.023740 3.791362
3.258000 0.023730 3.789854
3.259000 0.023721 3.788347
3.260000 0.023711 3.786841
3.261000 0.023701 3.785335
3.262000 0.023691 3.783830
3.263000 0.023681 3.782326
3.264000 0.023671 3.780822
3.265000 0.023662 3.779318
3.266000 0.023652 3.777815
3.267000 0.023642 3.776313
3.268000 0.023633 3.774812
3.269000 0.023623 3.773311
3.270000 0.023613 3.771810
3.271000 0.023603 3.770310
3.272000 0.023594 3.768811
3.273000 0.023584 3.767312
3.274000 0.023575 3.765814
3.275000 0.023565 3.764317
3.276000 0.023556 3.762820
3.277000 0.023546 3.761324
3.278000 0.023536 3.759828
3.279000 0.023527 3.758333
3.280000 0.023517 3.756839
3.281000 0.023508 3.755345
3.282000 0.023499 3.753851
3.283000 0.023489 3.752359
3.284000 0.023480 3.750867
3.285000 0.023470 3.749375
3.286000 0.023461 3.747884
3.287000 0.023452 3.746394
3.288000 0.023442 3.744904
3.289000 0.023433 3.743415
3.290000 0.023424 3.741926
3.291000 0.023414 3.740438
3.292000 0.023405 3.738951
3.293000 0.023396 3.737464
3.294000 0.023386 3.735978
3.295000 0.023377 3.734492
3.296000 0.023368 3.733007
3.297000 0.023359 3.731522
3.298000 0.023350 3.730039
3.299000 0.023341 3.728555
3.300000 0.023331 3.727073
3.301000 0.023322 3.725590
3.302000 0.023313 3.724109
3.303000 0.023304 3.722628
3.304000 0.023295 3.721148
3.305000 0.023286 3.719668
3.306000 0.023277 3.718189
3.307000 0.023268 3.716710
3.308000 0.023259 3.715232
3.309000 0.023250 3.713754
3.310000 0.023241 3.712278
3.311000 0.023232 3.710801
3.312000 0.023223 3.709326
3.313000 0.023214 3.707850
3.314000 0.023205 3.706376
3.315000 0.023196 3.704902
3.316000 0.023188 3.703429
3.317000 0.023179 3.701956
3.318000 0.023170 3.700484
3.319000 0.023161 3.699012
3.320000 0.023152 3.697541
3.321000 0.023144 3.696071
3.322000 0.023135 3.694601
3.323000 0.023126 3.693131
3.324000 0.023117 3.691663
3.325000 0.023109 3.690195
3.326000 0.023100 3.688727
3.327000 0.023091 3.687260
3.328000 0.023083 3.685794
3.329000 0.023074 3.684328
3.330000 0.023065 3.682863
3.331000 0.023057 3.681398
3.332000 0.023048 3.679934
3.333000 0.023040 3.678470
3.334000 0.023031 3.677007
3.335000 0.023022 3.675545
3.336000 0.023014 3.674083
3.337000 0.023005 3.672622
3.338000 0.022997 3.671162
3.339000 0.022988 3.669702
3.340000 0.022980 3.668242
3.341000 0.022972 3.666783
3.342000 0.022963 3.665325
3.343000 0.022955 3.663867
3.344000 0.022946 3.662410
3.345000 0.022938 3.660954
3.346000 0.022930 3.659498
3.347000 0.022921 3.658042
3.348000 0.022913 3.656587
3.349000 0.022905 3.655133
3.350000 0.022896 3.653679
3.351000 0.022888 3.652226
3.352000 0.022880 3.650774
3.353000 0.022872 3.649322
3.354000 0.022863 3.647870
3.355000 0.022855 3.646420
3.356000 0.022847 3.644969
3.357000 0.022839 3.643520
3.358000 0.022831 3.642071
3.359000 0.022822 3.640622
3.360000 0.022814 3.639174
3.361000 0.022806 3.637727
3.362000 0.022798 3.636280
3.363000 0.022790 3.634834
3.364000 0.022782 3.633388
3.365000 0.022774 3.631943
3.366000 0.022766 3.630499
3.367000 0.022758 3.629055
3.368000 0.022750 3.627611
3.369000 0.022742 3.626168
3.370000 0.022734 3.624726
3.371000 0.022726 3.623285
3.372000 0.022718 3.621844
3.373000 0.022710 3.620403
3.374000 0.022702 3.618963
3.375000 0.022694 3.617524
3.376000 0.022686 3.616085
3.377000 0.022679 3.614647
3.378000 0.022671 3.613209
3.379000 0.022663 3.611772
3.380000 0.022655 3.610335
3.381000 0.022647 3.608899
3.382000 0.022639 3.607464
3.383000 0.022632 3.606029
3.384000 0.022624 3.604595
3.385000 0.022616 3.603161
3.386000 0.022608 3.601728
3.387000 0.022601 3.600296
3.388000 0.022593 3.598864
3.389000 0.022585 3.597432
3.390000 0.022578 3.596001
3.391000 0.022570 3.594571
3.392000 0.022563 3.593141
3.393000 0.022555 3.591712
3.394000 0.022547 3.590284
3.395000 0.022540 3.588856
3.396000 0.022532 3.587428
3.397000 0.022525 3.586001
3.398000 0.022517 3.584575
3.399000 0.022510 3.583149
3.400000 0.022502 3.581724
3.401000 0.022495 3.580299
3.402000 0.022487 3.578875
3.403000 0.022480 3.577452
3.404000 0.022472 3.576029
3.405000 0.022465 3.574607
3.406000 0.022457 3.573185
3.407000 0.022450 3.571763
3.408000 0.022443 3.570343
3.409000 0.022435 3.568923
3.410000 0.022428 3.567503
3.411000 0.022421 3.566084
3.412000 0.022413 3.564666
3.413000 0.022406 3.563248
3.414000 0.022399 3.561830
3.415000 0.022391 3.560414
3.416000 0.022384 3.558997
3.417000 0.022377 3.557582
3.418000 0.022370 3.556167
3.419000 0.022362 3.554752
3.420000 0.022355 3.553338
3.421000 0.022348 3.551925
3.422000 0.022341 3.550512
3.423000 0.022334 3.549100
3.424000 0.022327 3.547688
3.425000 0.022319 3.546277
3.426000 0.022312 3.544866
3.427000 0.022305 3.543456
3.428000 0.022298 3.542047
3.429000 0.022291 3.540638
3.430000 0.022284 3.539230
3.431000 0.022277 3.537822
3.432000 0.022270 3.536415
3.433000 0.022263 3.535008
3.434000 0.022256 3.533602
3.435000 0.022249 3.532196
3.436000 0.022242 3.530791
3.437000 0.022235 3.529387
3.438000 0.022228 3.527983
3.439000 0.022221 3.526579
3.440000 0.022214 3.525177
3.441000 0.022207 3.523774
3.442000 0.022201 3.522373
3.443000 0.022194 3.520972
3.444000 0.022187 3.519571
3.445000 0.022180 3.518171
3.446000 0.022173 3.516771
3.447000 0.022166 3.515373
3.448000 0.022160 3.513974
3.449000 0.022153 3.512576
3.450000 0.022146 3.511179
3.451000 0.022139 3.509782
3.452000 0.022133 3.508386
3.453000 0.022126 3.506991
3.454000 0.022119 3.505596
3.455000 0.022113 3.504201
3.456000 0.022106 3.502807
3.457000 0.022099 3.501414
3.458000 0.022093 3.500021
3.459000 0.022086 3.498629
3.460000 0.022079 3.497237
3.461000 0.022073 3.495846
3.462000 0.022066 3.494455
3.463000 0.022060 3.493065
3.464000 0.022053 3.491676
3.465000 0.022047 3.490287
3.466000 0.022040 3.488898
3.467000 0.022033 3.487510
3.468000 0.022027 3.486123
3.469000 0.022020 3.484736
3.470000 0.022014 3.483350
3.471000 0.022008 3.481964
3.472000 0.022001 3.480579
3.473000 0.021995 3.479195
3.474000 0.021988 3.477811
3.475000 0.021982 3.476427
3.476000 0.021975 3.475044
3.477000 0.021969 3.473662
3.478000 0.021963 3.472280
3.479000 0.021956 3.470899
3.480000 0.021950 3.469518
3.481000 0.021944 3.468138
3.482000 0.021937 3.466758
3.483000 0.021931 3.465379
3.484000 0.021925 3.464001
3.485000 0.021919 3.462623
3.486000 0.021912 3.461245
3.487000 0.021906 3.459868
3.488000 0.021900 3.458492
3.489000 0.021894 3.457116
3.490000 0.021888 3.455741
3.491000 0.021881 3.454366
3.492000 0.021875 3.452992
3.493000 0.021869 3.451618
3.494000 0.021863 3.450245
3.495000 0.021857 3.448873
3.496000 0.021851 3.447501
3.497000 0.021845 3.446129
3.498000 0.021838 3.444758
3.499000 0.021832 3.443388
3.500000 0.021826 3.442018
3.501000 0.021820 3.440649
3.502000 0.021814 3.439280
3.503000 0.021808 3.437912
3.504000 0.021802 3.436544
3.505000 0.021796 3.435177
3.506000 0.021790 3.433810
3.507000 0.021784 3.432444
3.508000 0.021778 3.431079
3.509000 0.021772 3.429714
3.510000 0.021767 3.428349
3.511000 0.021761 3.426985
3.512000 0.021755 3.425622
3.513000 0.021749 3.424259
3.514000 0.021743 3.422897
3.515000 0.021737 3.421535
3.516000 0.021731 3.420174
3.517000 0.021725 3.418814
3.518000 0.021720 3.417453
3.519000 0.021714 3.416094
3.520000 0.021708 3.414735
3.521000 0.021702 3.413376
3.522000 0.021697 3.412018
3.523000 0.021691 3.410661
3.524000 0.021685 3.409304
3.525000 0.021679 3.407948
3.526000 0.021674 3.406592
3.527000 0.021668 3.405237
3.528000 0.021662 3.403882
3.529000 0.021657 3.402528
3.530000 0.021651 3.401174
3.531000 0.021645 3.399821
3.532000 0.021640 3.398469
3.533000 0.021634 3.397117
3.534000 0.021628 3.395765
3.535000 0.021623 3.394414
3.536000 0.021617 3.393064
3.537000 0.021612 3.391714
3.538000 0.021606 3.390364
3.539000 0.021601 3.389016
3.540000 0.021595 3.387667
3.541000 0.021590 3.386320
3.542000 0.021584 3.384972
3.543000 0.021579 3.383626
3.544000 0.021573 3.382280
3.545000 0.021568 3.380934
3.546000 0.021562 3.379589
3.547000 0.021557 3.378244
3.548000 0.021551 3.376900
3.549000 0.021546 3.375557
3.550000 0.021541 3.374214
3.551000 0.021535 3.372871
3.552000 0.021530 3.371530
3.553000 0.021525 3.370188
3.554000 0.021519 3.368847
3.555000 0.021514 3.367507
3.556000 0.021509 3.366167
3.557000 0.021503 3.364828
3.558000 0.021498 3.363489
3.559000 0.021493 3.362151
3.560000 0.021487 3.360814
3.561000 0.021482 3.359476
3.562000 0.021477 3.358140
3.563000 0.021472 3.356804
3.564000 0.021467 3.355468
3.565000 0.021461 3.354133
3.566000 0.021456 3.352799
3.567000 0.021451 3.351465
3.568000 0.021446 3.350132
3.569000 0.021441 3.348799
3.570000 0.021436 3.347466
3.571000 0.021430 3.346135
3.572000 0.021425 3.344803
3.573000 0.021420 3.343473
3.574000 0.021415 3.342142
3.575000 0.021410 3.340813
3.576000 0.021405 3.339483
3.577000 0.021400 3.338155
3.578000 0.021395 3.336827
3.579000 0.021390 3.335499
3.580000 0.021385 3.334172
3.581000 0.021380 3.332845
3.582000 0.021375 3.331519
3.583000 0.021370 3.330194
3.584000 0.021365 3.328869
3.585000 0.021360 3.327545
3.586000 0.021355 3.326221
3.587000 0.021350 3.324897
3.588000 0.021345 3.323574
3.589000 0.021340 3.322252
3.590000 0.021335 3.320930
3.591000 0.021331 3.319609
3.592000 0.021326 3.318288
3.593000 0.021321 3.316968
3.594000 0.021316 3.315648
3.595000 0.021311 3.314329
3.596000 0.021306 3.313010
3.597000 0.021302 3.311692
3.598000 0.021297 3.310375
3.599000 0.021292 3.309058
3.600000 0.021287 3.307741
3.601000 0.021283 3.306425
3.602000 0.021278 3.305109
3.603000 0.021273 3.303794
3.604000 0.021268 3.302480
3.605000 0.021264 3.301166
3.606000 0.021259 3.299852
3.607000 0.021254 3.298540
3.608000 0.021250 3.297227
3.609000 0.021245 3.295915
3.610000 0.021240 3.294604
3.611000 0.021236 3.293293
3.612000 0.021231 3.291983
3.613000 0.021227 3.290673
3.614000 0.021222 3.289364
3.615000 0.021217 3.288055
3.616000 0.021213 3.286747
3.617000 0.021208 3.285439
3.618000 0.021204 3.284132
3.619000 0.021199 3.282825
3.620000 0.021195 3.281519
3.621000 0.021190 3.280213
3.622000 0.021186 3.278908
3.623000 0.021181 3.277603
3.624000 0.021177 3.276299
3.625000 0.021172 3.274996
3.626000 0.021168 3.273693
3.627000 0.021163 3.272390
3.628000 0.021159 3.271088
3.629000 0.021155 3.269787
3.630000 0.021150 3.268486
3.631000 0.021146 3.267185
3.632000 0.021141 3.265885
3.633000 0.021137 3.264586
3.634000 0.021133 3.263287
3.635000 0.021128 3.261988
3.636000 0.021124 3.260690
3.637000 0.021120 3.259393
3.638000 0.021115 3.258096
3.639000 0.021111 3.256800
3.640000 0.021107 3.255504
3.641000 0.021103 3.254209
3.642000 0.021098 3.252914
3.643000 0.021094 3.251620
3.644000 0.021090 3.250326
3.645000 0.021086 3.249032
3.646000 0.021081 3.247740
3.647000 0.021077 3.246447
3.648000 0.021073 3.245156
3.649000 0.021069 3.243864
3.650000 0.021065 3.242574
3.651000 0.021060 3.241284
3.652000 0.021056 3.239994
3.653000 0.021052 3.238705
3.654000 0.021048 3.237416
3.655000 0.021044 3.236128
3.656000 0.021040 3.234840
3.657000 0.021036 3.233553
3.658000 0.021032 3.232267
3.659000 0.021028 3.230980
3.660000 0.021024 3.229695
3.661000 0.021020 3.228410
3.662000 0.021016 3.227125
3.663000 0.021012 3.225841
3.664000 0.021008 3.224558
3.665000 0.021004 3.223274
3.666000 0.021000 3.221992
3.667000 0.020996 3.220710
3.668000 0.020992 3.219428
3.669000 0.020988 3.218147
3.670000 0.020984 3.216867
3.671000 0.020980 3.215587
3.672000 0.020976 3.214307
3.673000 0.020972 3.213028
3.674000 0.020968 3.211750
3.675000 0.020964 3.210472
3.676000 0.020960 3.209194
3.677000 0.020957 3.207918
3.678000 0.020953 3.206641
3.679000 0.020949 3.205365
3.680000 0.020945 3.204090
3.681000 0.020941 3.202815
3.682000 0.020938 3.201540
3.683000 0.020934 3.200266
3.684000 0.020930 3.198993
3.685000 0.020926 3.197720
3.686000 0.020923 3.196448
3.687000 0.020919 3.195176
3.688000 0.020915 3.193904
3.689000 0.020911 3.192634
3.690000 0.020908 3.191363
3.691000 0.020904 3.190093
3.692000 0.020900 3.188824
3.693000 0.020897 3.187555
3.694000 0.020893 3.186287
3.695000 0.020889 3.185019
3.696000 0.020886 3.183752
3.697000 0.020882 3.182485
3.698000 0.020878 3.181218
3.699000 0.020875 3.179952
3.700000 0.020871 3.178687
3.701000 0.020868 3.177422
3.702000 0.020864 3.176158
3.703000 0.020861 3.174894
3.704000 0.020857 3.173631
3.705000 0.020853 3.172368
3.706000 0.020850 3.171106
3.707000 0.020846 3.169844
3.708000 0.020843 3.168582
3.709000 0.020839 3.167322
3.710000 0.020836 3.166061
3.711000 0.020832 3.164801
3.712000 0.020829 3.163542
3.713000 0.020826 3.162283
3.714000 0.020822 3.161025
3.715000 0.020819 3.159767
3.716000 0.020815 3.158510
3.717000 0.020812 3.157253
3.718000 0.020809 3.155997
3.719000 0.020805 3.154741
3.720000 0.020802 3.153486
3.721000 0.020798 3.152231
3.722000 0.020795 3.150976
3.723000 0.020792 3.149723
3.724000 0.020788 3.148469
3.725000 0.020785 3.147216
3.726000 0.020782 3.145964
3.727000 0.020778 3.144712
3.728000 0.020775 3.143461
3.729000 0.020772 3.142210
3.730000 0.020769 3.140960
3.731000 0.020765 3.139710
3.732000 0.020762 3.138460
3.733000 0.020759 3.137211
3.734000 0.020756 3.135963
3.735000 0.020753 3.134715
3.736000 0.020749 3.133468
3.737000 0.020746 3.132221
3.738000 0.020743 3.130975
3.739000 0.020740 3.129729
3.740000 0.020737 3.128483
3.741000 0.020734 3.127238
3.742000 0.020730 3.125994
3.743000 0.020727 3.124750
3.744000 0.020724 3.123507
3.745000 0.020721 3.122264
3.746000 0.020718 3.121021
3.747000 0.020715 3.119779
3.748000 0.020712 3.118538
3.749000 0.020709 3.117297
3.750000 0.020706 3.116056
3.751000 0.020703 3.114816
3.752000 0.020700 3.113577
3.753000 0.020697 3.112338
3.754000 0.020694 3.111100
3.755000 0.020691 3.109862
3.756000 0.020688 3.108624
3.757000 0.020685 3.107387
3.758000 0.020682 3.106150
3.759000 0.020679 3.104914
3.760000 0.020676 3.103679
3.761000 0.020673 3.102444
3.762000 0.020670 3.101209
3.763000 0.020667 3.099975
3.764000 0.020664 3.098742
3.765000 0.020661 3.097509
3.766000 0.020659 3.096276
3.767000 0.020656 3.095044
3.768000 0.020653 3.093812
3.769000 0.020650 3.092581
3.770000 0.020647 3.091350
3.771000 0.020644 3.090120
3.772000 0.020642 3.088891
3.773000 0.020639 3.087661
3.774000 0.020636 3.086433
3.775000 0.020633 3.085204
3.776000 0.020630 3.083977
3.777000 0.020628 3.082750
3.778000 0.020625 3.081523
3.779000 0.020622 3.080297
3.780000 0.020619 3.079071
3.781000 0.020617 3.077846
3.782000 0.020614 3.076621
3.783000 0.020611 3.075396
3.784000 0.020609 3.074173
3.785000 0.020606 3.072949
3.786000 0.020603 3.071726
3.787000 0.020601 3.070504
3.788000 0.020598 3.069282
3.789000 0.020595 3.068061
3.790000 0.020593 3.066840
3.791000 0.020590 3.065619
3.792000 0.020588 3.064400
3.793000 0.020585 3.063180
3.794000 0.020582 3.061961
3.795000 0.020580 3.060743
3.796000 0.020577 3.059525
3.797000 0.020575 3.058307
3.798000 0.020572 3.057090
3.799000 0.020570 3.055874
3.800000 0.020567 3.054657
3.801000 0.020565 3.053442
3.802000 0.020562 3.052227
3.803000 0.020560 3.051012
3.804000 0.020557 3.049798
3.805000 0.020555 3.048584
3.806000 0.020552 3.047371
3.807000 0.020550 3.046159
3.808000 0.020547 3.044946
3.809000 0.020545 3.043735
3.810000 0.020543 3.042523
3.811000 0.020540 3.041313
3.812000 0.020538 3.040102
3.813000 0.020535 3.038893
3.814000 0.020533 3.037683
3.815000 0.020531 3.036474
3.816000 0.020528 3.035266
3.817000 0.020526 3.034058
3.818000 0.020524 3.032851
3.819000 0.020521 3.031644
3.820000 0.020519 3.030437
3.821000 0.020517 3.029231
3.822000 0.020514 3.028026
3.823000 0.020512 3.026821
3.824000 0.020510 3.025616
3.825000 0.020508 3.024412
3.826000 0.020505 3.023209
3.827000 0.020503 3.022006
3.828000 0.020501 3.020803
3.829000 0.020499 3.019601
3.830000 0.020496 3.018399
3.831000 0.020494 3.017198
3.832000 0.020492 3.015998
3.833000 0.020490 3.014797
3.834000 0.020488 3.013598
3.835000 0.020486 3.012398
3.836000 0.020483 3.011199
3.837000 0.020481 3.010001
3.838000 0.020479 3.008803
3.839000 0.020477 3.007606
3.840000 0.020475 3.006409
3.841000 0.020473 3.005213
3.842000 0.020471 3.004017
3.843000 0.020469 3.002821
3.844000 0.020467 3.001626
3.845000 0.020464 3.000432
3.846000 0.020462 2.999238
3.847000 0.020460 2.998044
3.848000 0.020458 2.996851
3.849000 0.020456 2.995659
3.850000 0.020454 2.994466
3.851000 0.020452 2.993275
3.852000 0.020450 2.992084
3.853000 0.020448 2.990893
3.854000 0.020446 2.989703
3.855000 0.020444 2.988513
3.856000 0.020442 2.987324
3.857000 0.020441 2.986135
3.858000 0.020439 2.984946
3.859000 0.020437 2.983758
3.860000 0.020435 2.982571
3.861000 0.020433 2.981384
3.862000 0.020431 2.980198
3.863000 0.020429 2.979012
3.864000 0.020427 2.977826
3.865000 0.020425 2.976641
3.866000 0.020423 2.975457
3.867000 0.020422 2.974272
3.868000 0.020420 2.973089
3.869000 0.020418 2.971906
3.870000 0.020416 2.970723
3.871000 0.020414 2.969541
3.872000 0.020413 2.968359
3.873000 0.020411 2.967178
3.874000 0.020409 2.965997
3.875000 0.020407 2.964817
3.876000 0.020406 2.963637
3.877000 0.020404 2.962457
3.878000 0.020402 2.961278
3.879000 0.020400 2.960100
3.880000 0.020399 2.958922
3.881000 0.020397 2.957744
3.882000 0.020395 2.956567
3.883000 0.020394 2.955391
3.884000 0.020392 2.954215
3.885000 0.020390 2.953039
3.886000 0.020389 2.951864
3.887000 0.020387 2.950689
3.888000 0.020385 2.949515
3.889000 0.020384 2.948341
3.890000 0.020382 2.947168
3.891000 0.020380 2.945995
3.892000 0.020379 2.944822
3.893000 0.020377 2.943650
3.894000 0.020376 2.942479
3.895000 0.020374 2.941308
3.896000 0.020372 2.940137
3.897000 0.020371 2.938967
3.898000 0.020369 2.937798
3.899000 0.020368 2.936629
3.900000 0.020366 2.935460
3.901000 0.020365 2.934292
3.902000 0.020363 2.933124
3.903000 0.020362 2.931957
3.904000 0.020360 2.930790
3.905000 0.020359 2.929624
3.906000 0.020357 2.928458
3.907000 0.020356 2.927292
3.908000 0.020355 2.926127
3.909000 0.020353 2.924963
3.910000 0.020352 2.923799
3.911000 0.020350 2.922635
3.912000 0.020349 2.921472
3.913000 0.020347 2.920309
3.914000 0.020346 2.919147
3.915000 0.020345 2.917986
3.916000 0.020343 2.916824
3.917000 0.020342 2.915663
3.918000 0.020341 2.914503
3.919000 0.020339 2.913343
3.920000 0.020338 2.912184
3.921000 0.020337 2.911025
3.922000 0.020335 2.909866
3.923000 0.020334 2.908708
3.924000 0.020333 2.907551
3.925000 0.020331 2.906394
3.926000 0.020330 2.905237
3.927000 0.020329 2.904081
3.928000 0.020328 2.902925
3.929000 0.020326 2.901770
3.930000 0.020325 2.900615
3.931000 0.020324 2.899461
3.932000 0.020323 2.898307
3.933000 0.020322 2.897153
3.934000 0.020320 2.896000
3.935000 0.020319 2.894848
3.936000 0.020318 2.893696
3.937000 0.020317 2.892544
3.938000 0.020316 2.891393
3.939000 0.020315 2.890242
3.940000 0.020313 2.889092
3.941000 0.020312 2.887942
3.942000 0.020311 2.886793
3.943000 0.020310 2.885644
3.944000 0.020309 2.884496
3.945000 0.020308 2.883348
3.946000 0.020307 2.882200
3.947000 0.020306 2.881053
3.948000 0.020305 2.879907
3.949000 0.020304 2.878761
3.950000 0.020302 2.877615
3.951000 0.020301 2.876470
3.952000 0.020300 2.875325
3.953000 0.020299 2.874181
3.954000 0.020298 2.873037
3.955000 0.020297 2.871894
3.956000 0.020296 2.870751
3.957000 0.020295 2.869608
3.958000 0.020294 2.868466
3.959000 0.020294 2.867325
3.960000 0.020293 2.866183
3.961000 0.020292 2.865043
3.962000 0.020291 2.863903
3.963000 0.020290 2.862763
3.964000 0.020289 2.861624
3.965000 0.020288 2.860485
3.966000 0.020287 2.859346
3.967000 0.020286 2.858208
3.968000 0.020285 2.857071
3.969000 0.020284 2.855934
3.970000 0.020284 2.854797
3.971000 0.020283 2.853661
3.972000 0.020282 2.852526
3.973000 0.020281 2.851390
3.974000 0.020280 2.850256
3.975000 0.020279 2.849121
3.976000 0.020279 2.847987
3.977000 0.020278 2.846854
3.978000 0.020277 2.845721
3.979000 0.020276 2.844588
3.980000 0.020275 2.843456
3.981000 0.020275 2.842325
3.982000 0.020274 2.841194
3.983000 0.020273 2.840063
3.984000 0.020272 2.838933
3.985000 0.020272 2.837803
3.986000 0.020271 2.836673
3.987000 0.020270 2.835544
3.988000 0.020270 2.834416
3.989000 0.020269 2.833288
3.990000 0.020268 2.832160
3.991000 0.020268 2.831033
3.992000 0.020267 2.829907
3.993000 0.020266 2.828780
3.994000 0.020266 2.827655
3.995000 0.020265 2.826529
3.996000 0.020264 2.825404
3.997000 0.020264 2.824280
3.998000 0.020263 2.823156
3.999000 0.020263 2.822032
4.000000 0.020262 2.820909
4.001000 0.020261 2.819787
4.002000 0.020261 2.818664
4.003000 0.020260 2.817543
4.004000 0.020260 2.816421
4.005000 0.020259 2.815301
4.006000 0.020259 2.814180
4.007000 0.020258 2.813060
4.008000 0.020258 2.811941
4.009000 0.020257 2.810822
4.010000 0.020257 2.809703
4.011000 0.020256 2.808585
4.012000 0.020256 2.807467
4.013000 0.020255 2.806350
4.014000 0.020255 2.805233
4.015000 0.020254 2.804116
4.016000 0.020254 2.803000
4.017000 0.020254 2.801885
4.018000 0.020253 2.800770
4.019000 0.020253 2.799655
4.020000 0.020252 2.798541
4.021000 0.020252 2.797427
4.022000 0.020251 2.796314
4.023000 0.020251 2.795201
4.024000 0.020251 2.794089
4.025000 0.020250 2.792977
4.026000 0.020250 2.791865
4.027000 0.020250 2.790754
4.028000 0.020249 2.789643
4.029000 0.020249 2.788533
4.030000 0.020249 2.787423
4.031000 0.020248 2.786314
4.032000 0.020248 2.785205
4.033000 0.020248 2.784097
4.034000 0.020248 2.782989
4.035000 0.020247 2.781881
4.036000 0.020247 2.780774
4.037000 0.020247 2.779667
4.038000 0.020247 2.778561
4.039000 0.020246 2.777455
4.040000 0.020246 2.776350
4.041000 0.020246 2.775245
4.042000 0.020246 2.774141
4.043000 0.020246 2.773037
4.044000 0.020245 2.771933
4.045000 0.020245 2.770830
4.046000 0.020245 2.769727
4.047000 0.020245 2.768625
4.048000 0.020245 2.767523
4.049000 0.020245 2.766422
4.050000 0.020244 2.765321
4.051000 0.020244 2.764220
4.052000 0.020244 2.763120
4.053000 0.020244 2.762020
4.054000 0.020244 2.760921
4.055000 0.020244 2.759822
4.056000 0.020244 2.758724
4.057000 0.020244 2.757626
4.058000 0.020244 2.756529
4.059000 0.020244 2.755432
4.060000 0.020244 2.754335
4.061000 0.020244 2.753239
4.062000 0.020243 2.752143
4.063000 0.020243 2.751048
4.064000 0.020243 2.749953
4.065000 0.020243 2.748859
4.066000 0.020243 2.747765
